i,j,x,y
47,1,59.493670886075954,1.2658227848101267
48,1,60.75949367088608,1.2658227848101267
49,1,62.025316455696206,1.2658227848101267
50,1,63.29113924050633,1.2658227848101267
51,1,64.55696202531647,1.2658227848101267
52,1,65.82278481012659,1.2658227848101267
53,1,67.08860759493672,1.2658227848101267
54,1,68.35443037974684,1.2658227848101267
55,1,69.62025316455697,1.2658227848101267
56,1,70.8860759493671,1.2658227848101267
57,1,72.15189873417722,1.2658227848101267
58,1,73.41772151898735,1.2658227848101267
59,1,74.68354430379748,1.2658227848101267
60,1,75.9493670886076,1.2658227848101267
61,1,77.21518987341773,1.2658227848101267
62,1,78.48101265822785,1.2658227848101267
63,1,79.74683544303798,1.2658227848101267
64,1,81.0126582278481,1.2658227848101267
65,1,82.27848101265823,1.2658227848101267
66,1,83.54430379746836,1.2658227848101267
67,1,84.81012658227849,1.2658227848101267
68,1,86.07594936708861,1.2658227848101267
69,1,87.34177215189874,1.2658227848101267
70,1,88.60759493670886,1.2658227848101267
71,1,89.87341772151899,1.2658227848101267
72,1,91.13924050632912,1.2658227848101267
73,1,92.40506329113924,1.2658227848101267
74,1,93.67088607594937,1.2658227848101267
75,1,94.9367088607595,1.2658227848101267
76,1,96.20253164556962,1.2658227848101267
77,1,97.46835443037975,1.2658227848101267
78,1,98.73417721518987,1.2658227848101267
79,1,100.0,1.2658227848101267
0,2,0.0,2.5316455696202533
1,2,1.2658227848101267,2.5316455696202533
2,2,2.5316455696202533,2.5316455696202533
3,2,3.79746835443038,2.5316455696202533
4,2,5.063291139240507,2.5316455696202533
5,2,6.329113924050633,2.5316455696202533
6,2,7.59493670886076,2.5316455696202533
7,2,8.860759493670887,2.5316455696202533
8,2,10.126582278481013,2.5316455696202533
9,2,11.39240506329114,2.5316455696202533
10,2,12.658227848101266,2.5316455696202533
11,2,13.924050632911394,2.5316455696202533
12,2,15.18987341772152,2.5316455696202533
13,2,16.455696202531648,2.5316455696202533
14,2,17.721518987341774,2.5316455696202533
15,2,18.9873417721519,2.5316455696202533
16,2,20.253164556962027,2.5316455696202533
17,2,21.518987341772153,2.5316455696202533
18,2,22.78481012658228,2.5316455696202533
19,2,24.050632911392405,2.5316455696202533
20,2,25.31645569620253,2.5316455696202533
21,2,26.58227848101266,2.5316455696202533
22,2,27.848101265822788,2.5316455696202533
23,2,29.113924050632914,2.5316455696202533
24,2,30.37974683544304,2.5316455696202533
25,2,31.645569620253166,2.5316455696202533
26,2,32.911392405063296,2.5316455696202533
27,2,34.17721518987342,2.5316455696202533
28,2,35.44303797468355,2.5316455696202533
29,2,36.708860759493675,2.5316455696202533
30,2,37.9746835443038,2.5316455696202533
31,2,39.24050632911393,2.5316455696202533
32,2,40.50632911392405,2.5316455696202533
33,2,41.77215189873418,2.5316455696202533
34,2,43.037974683544306,2.5316455696202533
35,2,44.30379746835443,2.5316455696202533
36,2,45.56962025316456,2.5316455696202533
37,2,46.835443037974684,2.5316455696202533
38,2,48.10126582278481,2.5316455696202533
39,2,49.36708860759494,2.5316455696202533
40,2,50.63291139240506,2.5316455696202533
41,2,51.898734177215196,2.5316455696202533
42,2,53.16455696202532,2.5316455696202533
43,2,54.43037974683545,2.5316455696202533
44,2,55.696202531645575,2.5316455696202533
45,2,56.9620253164557,2.5316455696202533
46,2,58.22784810126583,2.5316455696202533
47,2,59.493670886075954,2.5316455696202533
48,2,60.75949367088608,2.5316455696202533
49,2,62.025316455696206,2.5316455696202533
50,2,63.29113924050633,2.5316455696202533
51,2,64.55696202531647,2.5316455696202533
52,2,65.82278481012659,2.5316455696202533
53,2,67.08860759493672,2.5316455696202533
54,2,68.35443037974684,2.5316455696202533
55,2,69.62025316455697,2.5316455696202533
56,2,70.8860759493671,2.5316455696202533
57,2,72.15189873417722,2.5316455696202533
58,2,73.41772151898735,2.5316455696202533
59,2,74.68354430379748,2.5316455696202533
60,2,75.9493670886076,2.5316455696202533
61,2,77.21518987341773,2.5316455696202533
62,2,78.48101265822785,2.5316455696202533
63,2,79.74683544303798,2.5316455696202533
64,2,81.0126582278481,2.5316455696202533
65,2,82.27848101265823,2.5316455696202533
66,2,83.54430379746836,2.5316455696202533
67,2,84.81012658227849,2.5316455696202533
68,2,86.07594936708861,2.5316455696202533
69,2,87.34177215189874,2.5316455696202533
70,2,88.60759493670886,2.5316455696202533
71,2,89.87341772151899,2.5316455696202533
72,2,91.13924050632912,2.5316455696202533
73,2,92.40506329113924,2.5316455696202533
74,2,93.67088607594937,2.5316455696202533
75,2,94.9367088607595,2.5316455696202533
76,2,96.20253164556962,2.5316455696202533
77,2,97.46835443037975,2.5316455696202533
78,2,98.73417721518987,2.5316455696202533
79,2,100.0,2.5316455696202533
0,3,0.0,3.79746835443038
1,3,1.2658227848101267,3.79746835443038
2,3,2.5316455696202533,3.79746835443038
3,3,3.79746835443038,3.79746835443038
4,3,5.063291139240507,3.79746835443038
5,3,6.329113924050633,3.79746835443038
6,3,7.59493670886076,3.79746835443038
7,3,8.860759493670887,3.79746835443038
8,3,10.126582278481013,3.79746835443038
9,3,11.39240506329114,3.79746835443038
10,3,12.658227848101266,3.79746835443038
11,3,13.924050632911394,3.79746835443038
12,3,15.18987341772152,3.79746835443038
13,3,16.455696202531648,3.79746835443038
14,3,17.721518987341774,3.79746835443038
15,3,18.9873417721519,3.79746835443038
16,3,20.253164556962027,3.79746835443038
17,3,21.518987341772153,3.79746835443038
18,3,22.78481012658228,3.79746835443038
19,3,24.050632911392405,3.79746835443038
20,3,25.31645569620253,3.79746835443038
21,3,26.58227848101266,3.79746835443038
22,3,27.848101265822788,3.79746835443038
23,3,29.113924050632914,3.79746835443038
24,3,30.37974683544304,3.79746835443038
25,3,31.645569620253166,3.79746835443038
26,3,32.911392405063296,3.79746835443038
27,3,34.17721518987342,3.79746835443038
28,3,35.44303797468355,3.79746835443038
29,3,36.708860759493675,3.79746835443038
30,3,37.9746835443038,3.79746835443038
31,3,39.24050632911393,3.79746835443038
32,3,40.50632911392405,3.79746835443038
33,3,41.77215189873418,3.79746835443038
34,3,43.037974683544306,3.79746835443038
35,3,44.30379746835443,3.79746835443038
36,3,45.56962025316456,3.79746835443038
37,3,46.835443037974684,3.79746835443038
38,3,48.10126582278481,3.79746835443038
39,3,49.36708860759494,3.79746835443038
40,3,50.63291139240506,3.79746835443038
41,3,51.898734177215196,3.79746835443038
42,3,53.16455696202532,3.79746835443038
43,3,54.43037974683545,3.79746835443038
44,3,55.696202531645575,3.79746835443038
45,3,56.9620253164557,3.79746835443038
46,3,58.22784810126583,3.79746835443038
47,3,59.493670886075954,3.79746835443038
48,3,60.75949367088608,3.79746835443038
49,3,62.025316455696206,3.79746835443038
50,3,63.29113924050633,3.79746835443038
51,3,64.55696202531647,3.79746835443038
52,3,65.82278481012659,3.79746835443038
53,3,67.08860759493672,3.79746835443038
54,3,68.35443037974684,3.79746835443038
55,3,69.62025316455697,3.79746835443038
56,3,70.8860759493671,3.79746835443038
57,3,72.15189873417722,3.79746835443038
58,3,73.41772151898735,3.79746835443038
59,3,74.68354430379748,3.79746835443038
60,3,75.9493670886076,3.79746835443038
61,3,77.21518987341773,3.79746835443038
62,3,78.48101265822785,3.79746835443038
63,3,79.74683544303798,3.79746835443038
64,3,81.0126582278481,3.79746835443038
65,3,82.27848101265823,3.79746835443038
66,3,83.54430379746836,3.79746835443038
67,3,84.81012658227849,3.79746835443038
68,3,86.07594936708861,3.79746835443038
69,3,87.34177215189874,3.79746835443038
70,3,88.60759493670886,3.79746835443038
71,3,89.87341772151899,3.79746835443038
72,3,91.13924050632912,3.79746835443038
73,3,92.40506329113924,3.79746835443038
74,3,93.67088607594937,3.79746835443038
75,3,94.9367088607595,3.79746835443038
76,3,96.20253164556962,3.79746835443038
77,3,97.46835443037975,3.79746835443038
78,3,98.73417721518987,3.79746835443038
79,3,100.0,3.79746835443038
0,4,0.0,5.063291139240507
1,4,1.2658227848101267,5.063291139240507
2,4,2.5316455696202533,5.063291139240507
3,4,3.79746835443038,5.063291139240507
4,4,5.063291139240507,5.063291139240507
5,4,6.329113924050633,5.063291139240507
6,4,7.59493670886076,5.063291139240507
7,4,8.860759493670887,5.063291139240507
8,4,10.126582278481013,5.063291139240507
9,4,11.39240506329114,5.063291139240507
10,4,12.658227848101266,5.063291139240507
11,4,13.924050632911394,5.063291139240507
12,4,15.18987341772152,5.063291139240507
13,4,16.455696202531648,5.063291139240507
14,4,17.721518987341774,5.063291139240507
15,4,18.9873417721519,5.063291139240507
16,4,20.253164556962027,5.063291139240507
17,4,21.518987341772153,5.063291139240507
18,4,22.78481012658228,5.063291139240507
19,4,24.050632911392405,5.063291139240507
20,4,25.31645569620253,5.063291139240507
21,4,26.58227848101266,5.063291139240507
22,4,27.848101265822788,5.063291139240507
23,4,29.113924050632914,5.063291139240507
24,4,30.37974683544304,5.063291139240507
25,4,31.645569620253166,5.063291139240507
26,4,32.911392405063296,5.063291139240507
27,4,34.17721518987342,5.063291139240507
28,4,35.44303797468355,5.063291139240507
29,4,36.708860759493675,5.063291139240507
30,4,37.9746835443038,5.063291139240507
31,4,39.24050632911393,5.063291139240507
32,4,40.50632911392405,5.063291139240507
33,4,41.77215189873418,5.063291139240507
34,4,43.037974683544306,5.063291139240507
35,4,44.30379746835443,5.063291139240507
36,4,45.56962025316456,5.063291139240507
37,4,46.835443037974684,5.063291139240507
38,4,48.10126582278481,5.063291139240507
39,4,49.36708860759494,5.063291139240507
40,4,50.63291139240506,5.063291139240507
41,4,51.898734177215196,5.063291139240507
42,4,53.16455696202532,5.063291139240507
43,4,54.43037974683545,5.063291139240507
44,4,55.696202531645575,5.063291139240507
45,4,56.9620253164557,5.063291139240507
46,4,58.22784810126583,5.063291139240507
47,4,59.493670886075954,5.063291139240507
48,4,60.75949367088608,5.063291139240507
49,4,62.025316455696206,5.063291139240507
50,4,63.29113924050633,5.063291139240507
51,4,64.55696202531647,5.063291139240507
52,4,65.82278481012659,5.063291139240507
53,4,67.08860759493672,5.063291139240507
54,4,68.35443037974684,5.063291139240507
55,4,69.62025316455697,5.063291139240507
56,4,70.8860759493671,5.063291139240507
57,4,72.15189873417722,5.063291139240507
58,4,73.41772151898735,5.063291139240507
59,4,74.68354430379748,5.063291139240507
60,4,75.9493670886076,5.063291139240507
61,4,77.21518987341773,5.063291139240507
62,4,78.48101265822785,5.063291139240507
63,4,79.74683544303798,5.063291139240507
64,4,81.0126582278481,5.063291139240507
65,4,82.27848101265823,5.063291139240507
66,4,83.54430379746836,5.063291139240507
67,4,84.81012658227849,5.063291139240507
68,4,86.07594936708861,5.063291139240507
69,4,87.34177215189874,5.063291139240507
70,4,88.60759493670886,5.063291139240507
71,4,89.87341772151899,5.063291139240507
72,4,91.13924050632912,5.063291139240507
73,4,92.40506329113924,5.063291139240507
74,4,93.67088607594937,5.063291139240507
75,4,94.9367088607595,5.063291139240507
76,4,96.20253164556962,5.063291139240507
77,4,97.46835443037975,5.063291139240507
78,4,98.73417721518987,5.063291139240507
79,4,100.0,5.063291139240507
0,5,0.0,6.329113924050633
1,5,1.2658227848101267,6.329113924050633
2,5,2.5316455696202533,6.329113924050633
3,5,3.79746835443038,6.329113924050633
4,5,5.063291139240507,6.329113924050633
5,5,6.329113924050633,6.329113924050633
6,5,7.59493670886076,6.329113924050633
7,5,8.860759493670887,6.329113924050633
8,5,10.126582278481013,6.329113924050633
9,5,11.39240506329114,6.329113924050633
10,5,12.658227848101266,6.329113924050633
11,5,13.924050632911394,6.329113924050633
12,5,15.18987341772152,6.329113924050633
13,5,16.455696202531648,6.329113924050633
14,5,17.721518987341774,6.329113924050633
15,5,18.9873417721519,6.329113924050633
16,5,20.253164556962027,6.329113924050633
17,5,21.518987341772153,6.329113924050633
18,5,22.78481012658228,6.329113924050633
19,5,24.050632911392405,6.329113924050633
20,5,25.31645569620253,6.329113924050633
21,5,26.58227848101266,6.329113924050633
22,5,27.848101265822788,6.329113924050633
23,5,29.113924050632914,6.329113924050633
24,5,30.37974683544304,6.329113924050633
25,5,31.645569620253166,6.329113924050633
26,5,32.911392405063296,6.329113924050633
27,5,34.17721518987342,6.329113924050633
28,5,35.44303797468355,6.329113924050633
29,5,36.708860759493675,6.329113924050633
30,5,37.9746835443038,6.329113924050633
31,5,39.24050632911393,6.329113924050633
32,5,40.50632911392405,6.329113924050633
33,5,41.77215189873418,6.329113924050633
34,5,43.037974683544306,6.329113924050633
35,5,44.30379746835443,6.329113924050633
36,5,45.56962025316456,6.329113924050633
37,5,46.835443037974684,6.329113924050633
38,5,48.10126582278481,6.329113924050633
39,5,49.36708860759494,6.329113924050633
40,5,50.63291139240506,6.329113924050633
41,5,51.898734177215196,6.329113924050633
42,5,53.16455696202532,6.329113924050633
43,5,54.43037974683545,6.329113924050633
44,5,55.696202531645575,6.329113924050633
45,5,56.9620253164557,6.329113924050633
46,5,58.22784810126583,6.329113924050633
47,5,59.493670886075954,6.329113924050633
48,5,60.75949367088608,6.329113924050633
49,5,62.025316455696206,6.329113924050633
50,5,63.29113924050633,6.329113924050633
51,5,64.55696202531647,6.329113924050633
52,5,65.82278481012659,6.329113924050633
53,5,67.08860759493672,6.329113924050633
54,5,68.35443037974684,6.329113924050633
55,5,69.62025316455697,6.329113924050633
56,5,70.8860759493671,6.329113924050633
57,5,72.15189873417722,6.329113924050633
58,5,73.41772151898735,6.329113924050633
59,5,74.68354430379748,6.329113924050633
60,5,75.9493670886076,6.329113924050633
61,5,77.21518987341773,6.329113924050633
62,5,78.48101265822785,6.329113924050633
63,5,79.74683544303798,6.329113924050633
64,5,81.0126582278481,6.329113924050633
65,5,82.27848101265823,6.329113924050633
66,5,83.54430379746836,6.329113924050633
67,5,84.81012658227849,6.329113924050633
68,5,86.07594936708861,6.329113924050633
69,5,87.34177215189874,6.329113924050633
70,5,88.60759493670886,6.329113924050633
71,5,89.87341772151899,6.329113924050633
72,5,91.13924050632912,6.329113924050633
73,5,92.40506329113924,6.329113924050633
74,5,93.67088607594937,6.329113924050633
75,5,94.9367088607595,6.329113924050633
76,5,96.20253164556962,6.329113924050633
77,5,97.46835443037975,6.329113924050633
78,5,98.73417721518987,6.329113924050633
79,5,100.0,6.329113924050633
0,6,0.0,7.59493670886076
1,6,1.2658227848101267,7.59493670886076
2,6,2.5316455696202533,7.59493670886076
3,6,3.79746835443038,7.59493670886076
4,6,5.063291139240507,7.59493670886076
5,6,6.329113924050633,7.59493670886076
6,6,7.59493670886076,7.59493670886076
7,6,8.860759493670887,7.59493670886076
8,6,10.126582278481013,7.59493670886076
9,6,11.39240506329114,7.59493670886076
10,6,12.658227848101266,7.59493670886076
11,6,13.924050632911394,7.59493670886076
12,6,15.18987341772152,7.59493670886076
13,6,16.455696202531648,7.59493670886076
14,6,17.721518987341774,7.59493670886076
15,6,18.9873417721519,7.59493670886076
16,6,20.253164556962027,7.59493670886076
17,6,21.518987341772153,7.59493670886076
18,6,22.78481012658228,7.59493670886076
19,6,24.050632911392405,7.59493670886076
20,6,25.31645569620253,7.59493670886076
21,6,26.58227848101266,7.59493670886076
22,6,27.848101265822788,7.59493670886076
23,6,29.113924050632914,7.59493670886076
24,6,30.37974683544304,7.59493670886076
25,6,31.645569620253166,7.59493670886076
26,6,32.911392405063296,7.59493670886076
27,6,34.17721518987342,7.59493670886076
28,6,35.44303797468355,7.59493670886076
29,6,36.708860759493675,7.59493670886076
30,6,37.9746835443038,7.59493670886076
31,6,39.24050632911393,7.59493670886076
32,6,40.50632911392405,7.59493670886076
33,6,41.77215189873418,7.59493670886076
34,6,43.037974683544306,7.59493670886076
35,6,44.30379746835443,7.59493670886076
36,6,45.56962025316456,7.59493670886076
37,6,46.835443037974684,7.59493670886076
38,6,48.10126582278481,7.59493670886076
39,6,49.36708860759494,7.59493670886076
40,6,50.63291139240506,7.59493670886076
41,6,51.898734177215196,7.59493670886076
42,6,53.16455696202532,7.59493670886076
43,6,54.43037974683545,7.59493670886076
44,6,55.696202531645575,7.59493670886076
45,6,56.9620253164557,7.59493670886076
46,6,58.22784810126583,7.59493670886076
47,6,59.493670886075954,7.59493670886076
48,6,60.75949367088608,7.59493670886076
49,6,62.025316455696206,7.59493670886076
50,6,63.29113924050633,7.59493670886076
51,6,64.55696202531647,7.59493670886076
52,6,65.82278481012659,7.59493670886076
53,6,67.08860759493672,7.59493670886076
54,6,68.35443037974684,7.59493670886076
55,6,69.62025316455697,7.59493670886076
56,6,70.8860759493671,7.59493670886076
57,6,72.15189873417722,7.59493670886076
58,6,73.41772151898735,7.59493670886076
59,6,74.68354430379748,7.59493670886076
60,6,75.9493670886076,7.59493670886076
61,6,77.21518987341773,7.59493670886076
62,6,78.48101265822785,7.59493670886076
63,6,79.74683544303798,7.59493670886076
64,6,81.0126582278481,7.59493670886076
65,6,82.27848101265823,7.59493670886076
66,6,83.54430379746836,7.59493670886076
67,6,84.81012658227849,7.59493670886076
68,6,86.07594936708861,7.59493670886076
69,6,87.34177215189874,7.59493670886076
70,6,88.60759493670886,7.59493670886076
71,6,89.87341772151899,7.59493670886076
72,6,91.13924050632912,7.59493670886076
73,6,92.40506329113924,7.59493670886076
74,6,93.67088607594937,7.59493670886076
75,6,94.9367088607595,7.59493670886076
76,6,96.20253164556962,7.59493670886076
77,6,97.46835443037975,7.59493670886076
78,6,98.73417721518987,7.59493670886076
79,6,100.0,7.59493670886076
0,7,0.0,8.860759493670887
1,7,1.2658227848101267,8.860759493670887
2,7,2.5316455696202533,8.860759493670887
3,7,3.79746835443038,8.860759493670887
4,7,5.063291139240507,8.860759493670887
5,7,6.329113924050633,8.860759493670887
6,7,7.59493670886076,8.860759493670887
7,7,8.860759493670887,8.860759493670887
8,7,10.126582278481013,8.860759493670887
9,7,11.39240506329114,8.860759493670887
10,7,12.658227848101266,8.860759493670887
11,7,13.924050632911394,8.860759493670887
12,7,15.18987341772152,8.860759493670887
13,7,16.455696202531648,8.860759493670887
14,7,17.721518987341774,8.860759493670887
15,7,18.9873417721519,8.860759493670887
16,7,20.253164556962027,8.860759493670887
17,7,21.518987341772153,8.860759493670887
18,7,22.78481012658228,8.860759493670887
19,7,24.050632911392405,8.860759493670887
20,7,25.31645569620253,8.860759493670887
21,7,26.58227848101266,8.860759493670887
22,7,27.848101265822788,8.860759493670887
23,7,29.113924050632914,8.860759493670887
24,7,30.37974683544304,8.860759493670887
25,7,31.645569620253166,8.860759493670887
26,7,32.911392405063296,8.860759493670887
27,7,34.17721518987342,8.860759493670887
28,7,35.44303797468355,8.860759493670887
29,7,36.708860759493675,8.860759493670887
30,7,37.9746835443038,8.860759493670887
31,7,39.24050632911393,8.860759493670887
32,7,40.50632911392405,8.860759493670887
33,7,41.77215189873418,8.860759493670887
34,7,43.037974683544306,8.860759493670887
35,7,44.30379746835443,8.860759493670887
36,7,45.56962025316456,8.860759493670887
37,7,46.835443037974684,8.860759493670887
38,7,48.10126582278481,8.860759493670887
39,7,49.36708860759494,8.860759493670887
40,7,50.63291139240506,8.860759493670887
41,7,51.898734177215196,8.860759493670887
42,7,53.16455696202532,8.860759493670887
43,7,54.43037974683545,8.860759493670887
44,7,55.696202531645575,8.860759493670887
45,7,56.9620253164557,8.860759493670887
46,7,58.22784810126583,8.860759493670887
47,7,59.493670886075954,8.860759493670887
48,7,60.75949367088608,8.860759493670887
49,7,62.025316455696206,8.860759493670887
50,7,63.29113924050633,8.860759493670887
51,7,64.55696202531647,8.860759493670887
52,7,65.82278481012659,8.860759493670887
53,7,67.08860759493672,8.860759493670887
54,7,68.35443037974684,8.860759493670887
55,7,69.62025316455697,8.860759493670887
56,7,70.8860759493671,8.860759493670887
57,7,72.15189873417722,8.860759493670887
58,7,73.41772151898735,8.860759493670887
59,7,74.68354430379748,8.860759493670887
60,7,75.9493670886076,8.860759493670887
61,7,77.21518987341773,8.860759493670887
62,7,78.48101265822785,8.860759493670887
63,7,79.74683544303798,8.860759493670887
64,7,81.0126582278481,8.860759493670887
65,7,82.27848101265823,8.860759493670887
66,7,83.54430379746836,8.860759493670887
67,7,84.81012658227849,8.860759493670887
68,7,86.07594936708861,8.860759493670887
69,7,87.34177215189874,8.860759493670887
70,7,88.60759493670886,8.860759493670887
71,7,89.87341772151899,8.860759493670887
72,7,91.13924050632912,8.860759493670887
73,7,92.40506329113924,8.860759493670887
74,7,93.67088607594937,8.860759493670887
75,7,94.9367088607595,8.860759493670887
76,7,96.20253164556962,8.860759493670887
77,7,97.46835443037975,8.860759493670887
78,7,98.73417721518987,8.860759493670887
79,7,100.0,8.860759493670887
0,8,0.0,10.126582278481013
1,8,1.2658227848101267,10.126582278481013
2,8,2.5316455696202533,10.126582278481013
3,8,3.79746835443038,10.126582278481013
4,8,5.063291139240507,10.126582278481013
5,8,6.329113924050633,10.126582278481013
6,8,7.59493670886076,10.126582278481013
7,8,8.860759493670887,10.126582278481013
8,8,10.126582278481013,10.126582278481013
9,8,11.39240506329114,10.126582278481013
10,8,12.658227848101266,10.126582278481013
11,8,13.924050632911394,10.126582278481013
12,8,15.18987341772152,10.126582278481013
13,8,16.455696202531648,10.126582278481013
14,8,17.721518987341774,10.126582278481013
15,8,18.9873417721519,10.126582278481013
16,8,20.253164556962027,10.126582278481013
17,8,21.518987341772153,10.126582278481013
18,8,22.78481012658228,10.126582278481013
19,8,24.050632911392405,10.126582278481013
20,8,25.31645569620253,10.126582278481013
21,8,26.58227848101266,10.126582278481013
22,8,27.848101265822788,10.126582278481013
23,8,29.113924050632914,10.126582278481013
24,8,30.37974683544304,10.126582278481013
25,8,31.645569620253166,10.126582278481013
26,8,32.911392405063296,10.126582278481013
27,8,34.17721518987342,10.126582278481013
28,8,35.44303797468355,10.126582278481013
29,8,36.708860759493675,10.126582278481013
30,8,37.9746835443038,10.126582278481013
31,8,39.24050632911393,10.126582278481013
32,8,40.50632911392405,10.126582278481013
33,8,41.77215189873418,10.126582278481013
34,8,43.037974683544306,10.126582278481013
35,8,44.30379746835443,10.126582278481013
36,8,45.56962025316456,10.126582278481013
37,8,46.835443037974684,10.126582278481013
38,8,48.10126582278481,10.126582278481013
39,8,49.36708860759494,10.126582278481013
40,8,50.63291139240506,10.126582278481013
41,8,51.898734177215196,10.126582278481013
42,8,53.16455696202532,10.126582278481013
43,8,54.43037974683545,10.126582278481013
44,8,55.696202531645575,10.126582278481013
45,8,56.9620253164557,10.126582278481013
46,8,58.22784810126583,10.126582278481013
47,8,59.493670886075954,10.126582278481013
48,8,60.75949367088608,10.126582278481013
49,8,62.025316455696206,10.126582278481013
50,8,63.29113924050633,10.126582278481013
51,8,64.55696202531647,10.126582278481013
52,8,65.82278481012659,10.126582278481013
53,8,67.08860759493672,10.126582278481013
54,8,68.35443037974684,10.126582278481013
55,8,69.62025316455697,10.126582278481013
56,8,70.8860759493671,10.126582278481013
57,8,72.15189873417722,10.126582278481013
58,8,73.41772151898735,10.126582278481013
59,8,74.68354430379748,10.126582278481013
60,8,75.9493670886076,10.126582278481013
61,8,77.21518987341773,10.126582278481013
62,8,78.48101265822785,10.126582278481013
63,8,79.74683544303798,10.126582278481013
64,8,81.0126582278481,10.126582278481013
65,8,82.27848101265823,10.126582278481013
66,8,83.54430379746836,10.126582278481013
67,8,84.81012658227849,10.126582278481013
68,8,86.07594936708861,10.126582278481013
